usage_hours,operating_temperature,last_maintenance,failure_status
2000,53.46879353066419,758,1
785,30.835675890518054,163,0
3995,23.23149241988157,190,1
2565,39.203589951259005,216,0
1268,65.19124015480418,965,0
3557,36.15987789812151,366,0
4789,52.373373229730305,921,0
2661,63.67683060384459,784,0
3793,26.47662287878786,658,0
1446,61.117880966952406,239,0
3835,25.512253262602684,345,1
4650,77.90778452761978,760,0
1981,49.303647803896375,857,0
2401,29.040566462592643,494,0
3951,40.543018162012785,586,0
4564,44.804986957715684,575,0
554,65.49110066459224,616,0
2323,64.60542716459656,283,0
3962,56.71643032023986,119,0
3579,26.355842753509577,657,0
1332,29.094162295260414,623,0
4908,25.625415238733396,681,0
3306,54.630366997253006,628,0
2990,72.62830649068424,982,0
827,46.02803073528631,246,1
3810,29.650890437464774,765,0
3800,53.48253950893802,403,0
4175,68.70513301194259,719,0
3554,64.50272369077581,847,0
2643,72.8870467805013,919,0
1811,36.67412583493207,963,1
3691,31.637232036066493,681,1
3038,72.78898915651632,794,1
4483,59.45361876668139,861,0
664,38.65573580045325,327,0
4777,64.54088303435054,201,0
1322,68.90710306882207,686,0
1443,56.89869442046794,516,0
4925,61.273046592794906,315,0
1274,42.51559426655998,506,1
2698,52.32174004058235,498,0
3656,51.44955024356973,814,0
4742,70.88286746784631,803,0
4195,70.39783881693096,860,0
3952,69.96082816082259,598,0
1414,20.661896855747948,853,0
1808,64.9727290681333,564,0
4677,65.5205834066603,790,0
1013,60.70272937130851,830,1
2420,65.37587947348715,181,1
4094,70.51822228980252,703,0
1909,48.21914324610714,786,0
3690,50.12301280930683,850,1
4991,27.48284341468343,871,1
2055,43.12255298284171,464,0
1304,58.60191079470706,262,0
1779,66.82398656883647,147,0
4077,33.032545861472634,610,1
3401,28.269373949554122,428,1
1887,59.782520270029536,939,0
3261,20.112793011494638,215,1
3179,30.70235505843979,948,0
2606,21.744282820637224,436,1
4723,30.013107071292254,980,0
3268,30.879156795530314,836,1
